"Week","gu","pollutant"
2019-05-27,"관악구",39
2019-06-03,"관악구",43.1428571428571
2019-06-10,"관악구",30.4285714285714
2019-06-17,"관악구",30.7142857142857
2019-06-24,"관악구",32.8571428571429
2019-07-01,"관악구",31.8571428571429
2019-07-08,"관악구",18.2857142857143
2019-07-15,"관악구",37
2019-07-22,"관악구",20.8571428571429
2019-07-29,"관악구",15.7142857142857
2019-08-05,"관악구",25.2857142857143
2019-08-12,"관악구",19.4285714285714
2019-08-19,"관악구",27.5714285714286
2019-08-26,"관악구",22.7142857142857
2019-09-02,"관악구",14.6
2019-09-09,"관악구",14.4285714285714
2019-09-16,"관악구",20
2019-09-23,"관악구",26.2857142857143
2019-09-30,"관악구",30.4285714285714
2019-10-07,"관악구",22.7142857142857
2019-10-14,"관악구",25.1428571428571
2019-10-21,"관악구",34.1428571428571
2019-10-28,"관악구",71.2857142857143
2019-11-04,"관악구",43.8571428571429
2019-11-11,"관악구",32.4285714285714
2019-11-18,"관악구",42.4285714285714
2019-11-25,"관악구",38.2857142857143
2019-12-02,"관악구",34.7142857142857
2019-12-09,"관악구",52.8571428571429
2019-12-16,"관악구",35.4285714285714
2019-12-23,"관악구",50.7142857142857
2019-12-30,"관악구",47.5714285714286
2020-01-06,"관악구",41.7142857142857
2020-01-13,"관악구",47.4285714285714
2020-01-20,"관악구",51.5714285714286
2020-01-27,"관악구",32.5714285714286
2020-02-03,"관악구",32.1428571428571
2020-02-10,"관악구",56.2857142857143
2020-02-17,"관악구",42.8
2020-02-24,"관악구",25.8571428571429
2020-03-02,"관악구",46.5714285714286
2020-03-09,"관악구",40.4285714285714
2020-03-16,"관악구",48.8571428571429
2020-03-23,"관악구",46.1428571428571
2020-03-30,"관악구",53.7142857142857
2020-04-06,"관악구",42.1428571428571
2020-04-13,"관악구",38
2020-04-20,"관악구",43.5714285714286
2020-04-27,"관악구",38.2857142857143
2020-05-04,"관악구",27.4285714285714
2020-05-11,"관악구",43.8571428571429
2020-05-18,"관악구",29
2020-05-25,"관악구",33.5714285714286
2020-06-01,"관악구",42
2020-06-08,"관악구",43
2020-06-15,"관악구",38.4285714285714
2020-06-22,"관악구",30
2020-06-29,"관악구",32.2857142857143
2020-07-06,"관악구",22.2857142857143
2020-07-13,"관악구",23
2020-07-20,"관악구",16.2857142857143
2020-07-27,"관악구",18
2020-08-03,"관악구",23.8571428571429
2020-08-10,"관악구",24.2857142857143
2020-08-17,"관악구",30.2857142857143
2020-08-24,"관악구",23.4285714285714
2020-08-31,"관악구",19.4285714285714
2020-09-07,"관악구",18.8571428571429
