"Month","gu","pollutant"
2018-02-01,"성동구",0.0321111111111111
2018-03-01,"성동구",0.02885
2018-04-01,"성동구",0.0308095238095238
2018-05-01,"성동구",0.0232857142857143
2018-06-01,"성동구",0.0334285714285714
2018-07-01,"성동구",0.0147037037037037
2018-08-01,"성동구",0.0145806451612903
2018-09-01,"성동구",0.0169666666666667
2018-10-01,"성동구",0.026
2018-11-01,"성동구",0.0347142857142857
2018-12-01,"성동구",0.0326129032258064
2019-01-01,"성동구",0.012258064516129
2019-02-01,"성동구",0.01825
2019-03-01,"성동구",0.0294166666666667
2019-04-01,"성동구",0.0325666666666667
2019-05-01,"성동구",0.0481612903225806
2019-06-01,"성동구",0.0453333333333333
2019-07-01,"성동구",0.033741935483871
2019-08-01,"성동구",0.0343225806451613
2019-09-01,"성동구",0.0278214285714286
2019-10-01,"성동구",0.0228064516129032
2019-11-01,"성동구",0.0126666666666667
2019-12-01,"성동구",0.010258064516129
2020-01-01,"성동구",0.0336129032258064
2020-02-01,"성동구",0.0313333333333333
2020-03-01,"성동구",0.0271935483870968
2020-04-01,"성동구",0.0204
2020-05-01,"성동구",0.0186129032258065
2020-06-01,"성동구",0.0195
2020-07-01,"성동구",0.0147741935483871
2020-08-01,"성동구",0.00716129032258065
2020-09-01,"성동구",0.0153
2020-10-01,"성동구",0.0304838709677419
2020-11-01,"성동구",0.0364137931034483
2018-01-01,"성북구",0.0358709677419355
2018-02-01,"성북구",0.037
2018-03-01,"성북구",0.03245
2018-04-01,"성북구",0.0329047619047619
2018-05-01,"성북구",0.0245238095238095
2018-06-01,"성북구",0.0297142857142857
2018-07-01,"성북구",0.018037037037037
2018-08-01,"성북구",0.0171935483870968
2018-09-01,"성북구",0.0194666666666667
2018-10-01,"성북구",0.0271612903225806
2018-11-01,"성북구",0.0438571428571429
2018-12-01,"성북구",0.0376451612903226
2019-01-01,"성북구",0.0125483870967742
2019-02-01,"성북구",0.0175357142857143
2019-03-01,"성북구",0.0270833333333333
2019-04-01,"성북구",0.0276333333333333
2019-05-01,"성북구",0.0391290322580645
2019-06-01,"성북구",0.036
2019-07-01,"성북구",0.0273870967741935
2019-08-01,"성북구",0.0283548387096774
2019-09-01,"성북구",0.0219642857142857
2019-10-01,"성북구",0.0197096774193548
2019-11-01,"성북구",0.0127333333333333
2019-12-01,"성북구",0.0111290322580645
2020-01-01,"성북구",0.0383870967741935
2020-02-01,"성북구",0.0364444444444444
2020-03-01,"성북구",0.0310645161290323
2020-04-01,"성북구",0.0253
2020-05-01,"성북구",0.0243548387096774
2020-06-01,"성북구",0.0235666666666667
2020-07-01,"성북구",0.0201612903225806
2020-08-01,"성북구",0.018258064516129
2020-09-01,"성북구",0.0199
2020-10-01,"성북구",0.0285161290322581
2020-11-01,"성북구",0.0317241379310345
2018-01-01,"송파구",0.0319032258064516
2018-02-01,"송파구",0.033037037037037
2018-03-01,"송파구",0.0285
2018-04-01,"송파구",0.0301904761904762
2018-05-01,"송파구",0.0231428571428571
2018-06-01,"송파구",0.0311428571428571
2018-07-01,"송파구",0.0186296296296296
2018-08-01,"송파구",0.0151935483870968
2018-09-01,"송파구",0.0172666666666667
2018-10-01,"송파구",0.0232903225806452
2018-11-01,"송파구",0.0268214285714286
2018-12-01,"송파구",0.0410322580645161
2019-01-01,"송파구",0.00935483870967742
2019-02-01,"송파구",0.0143571428571429
2019-03-01,"송파구",0.0273333333333333
2019-04-01,"송파구",0.0259333333333333
2019-05-01,"송파구",0.0415483870967742
2019-06-01,"송파구",0.0398666666666667
2019-07-01,"송파구",0.0320967741935484
2019-08-01,"송파구",0.0303548387096774
2019-09-01,"송파구",0.0215714285714286
2019-10-01,"송파구",0.0204838709677419
2019-11-01,"송파구",0.0101
2019-12-01,"송파구",0.00867741935483871
2020-01-01,"송파구",0.0370645161290323
2020-02-01,"송파구",0.0364444444444444
2020-03-01,"송파구",0.0332258064516129
2020-04-01,"송파구",0.0241666666666667
2020-05-01,"송파구",0.0224516129032258
2020-06-01,"송파구",0.0214
2020-07-01,"송파구",0.0179677419354839
2020-08-01,"송파구",0.0151612903225806
2020-09-01,"송파구",0.0190333333333333
2020-10-01,"송파구",0.0289032258064516
2020-11-01,"송파구",0.0343103448275862
2018-01-01,"양천구",0.0361290322580645
2018-02-01,"양천구",0.0340740740740741
2018-03-01,"양천구",0.0363
2018-04-01,"양천구",0.0384285714285714
2018-05-01,"양천구",0.0295238095238095
2018-06-01,"양천구",0.0374285714285714
2018-07-01,"양천구",0.0213333333333333
2018-08-01,"양천구",0.0188387096774194
2018-09-01,"양천구",0.0235
2018-10-01,"양천구",0.0375161290322581
2018-11-01,"양천구",0.0486071428571429
2018-12-01,"양천구",0.0401290322580645
2019-01-01,"양천구",0.0113870967741935
2019-02-01,"양천구",0.0175357142857143
2019-03-01,"양천구",0.0290416666666667
2019-04-01,"양천구",0.0278333333333333
2019-05-01,"양천구",0.0388709677419355
2019-06-01,"양천구",0.0350666666666667
2019-07-01,"양천구",0.0260967741935484
2019-08-01,"양천구",0.0304193548387097
2019-09-01,"양천구",0.0250357142857143
2019-10-01,"양천구",0.0244838709677419
2019-11-01,"양천구",0.0154
2019-12-01,"양천구",0.00996774193548387
2020-01-01,"양천구",0.0371935483870968
2020-02-01,"양천구",0.0362592592592593
2020-03-01,"양천구",0.0299354838709677
2020-04-01,"양천구",0.0211666666666667
2020-05-01,"양천구",0.0198387096774194
2020-06-01,"양천구",0.0188666666666667
2020-07-01,"양천구",0.0168387096774194
2020-08-01,"양천구",0.0140645161290323
2020-09-01,"양천구",0.0165
2020-10-01,"양천구",0.0273548387096774
2020-11-01,"양천구",0.0337241379310345
2018-01-01,"영등포구",0.0330967741935484
2018-02-01,"영등포구",0.0337777777777778
2018-03-01,"영등포구",0.0314
2018-04-01,"영등포구",0.0327619047619048
2018-05-01,"영등포구",0.0246666666666667
2018-06-01,"영등포구",0.0335714285714286
2018-07-01,"영등포구",0.0224814814814815
2018-08-01,"영등포구",0.0168387096774194
2018-09-01,"영등포구",0.0167666666666667
2018-10-01,"영등포구",0.0227741935483871
2018-11-01,"영등포구",0.0327857142857143
2018-12-01,"영등포구",0.0255483870967742
